lakeid,year4,daynum,sampledate,sta,llevel_elevation
SP,2015,321,11/17/2015,1,494.801
TB,1984,156,6/4/1984,1,493.768
TB,1984,171,6/19/1984,1,493.771
TB,1984,184,7/2/1984,1,493.735
TB,1984,199,7/17/1984,1,493.72
TB,1984,214,8/1/1984,1,493.68
TB,1984,228,8/15/1984,1,493.775
TB,1984,250,9/6/1984,1,493.79
TB,1984,271,9/27/1984,1,493.826
TB,1984,313,11/8/1984,1,493.814
TB,1985,119,4/29/1985,1,493.859
TB,1985,133,5/13/1985,1,493.874
TB,1985,151,5/31/1985,1,493.88
TB,1985,163,6/12/1985,1,493.813
TB,1985,178,6/27/1985,1,493.841
TB,1985,192,7/11/1985,1,493.85
TB,1985,205,7/24/1985,1,493.801
TB,1985,218,8/6/1985,1,493.768
TB,1985,233,8/21/1985,1,493.768
TB,1985,252,9/9/1985,1,493.847
TB,1985,274,10/1/1985,1,493.893
TB,1985,296,10/23/1985,1,493.85
TB,1986,111,4/21/1986,1,493.865
TB,1986,141,5/21/1986,1,493.775
TB,1986,154,6/3/1986,1,493.715
TB,1986,167,6/16/1986,1,493.705
TB,1986,182,7/1/1986,1,493.725
TB,1986,196,7/15/1986,1,493.805
TB,1986,210,7/29/1986,1,493.805
TB,1986,225,8/13/1986,1,493.785
TB,1986,238,8/26/1986,1,493.775
TB,1986,251,9/8/1986,1,493.755
TB,1986,268,9/25/1986,1,493.815
TB,1986,279,10/6/1986,1,493.805
TB,1986,296,10/23/1986,1,493.815
TB,1987,120,4/30/1987,1,493.556
TB,1987,138,5/18/1987,1,493.477
TB,1987,154,6/3/1987,1,493.55
TB,1987,173,6/22/1987,1,493.486
TB,1987,182,7/1/1987,1,493.456
TB,1987,197,7/16/1987,1,493.568
TB,1987,209,7/28/1987,1,493.541
TB,1987,224,8/12/1987,1,493.483
TB,1987,236,8/24/1987,1,493.471
TB,1987,253,9/10/1987,1,493.45
TB,1987,267,9/24/1987,1,493.453
TB,1987,279,10/6/1987,1,493.459
TB,1987,292,10/19/1987,1,493.501
TB,1987,306,11/2/1987,1,493.507
TB,1987,323,11/19/1987,1,493.547
TB,1988,112,4/21/1988,1,493.475
TB,1988,131,5/10/1988,1,493.429
TB,1988,145,5/24/1988,1,493.38
TB,1988,158,6/6/1988,1,493.325
TB,1988,172,6/20/1988,1,493.264
TB,1988,186,7/4/1988,1,493.228
TB,1988,202,7/20/1988,1,493.222
TB,1988,216,8/3/1988,1,493.203
TB,1988,229,8/16/1988,1,493.228
TB,1988,244,8/31/1988,1,493.228
TB,1988,259,9/15/1988,1,493.234
TB,1988,272,9/28/1988,1,493.258
TB,1988,285,10/11/1988,1,493.234
TB,1988,299,10/25/1988,1,493.246
TB,1989,123,5/3/1989,1,493.673
TB,1989,138,5/18/1989,1,493.643
TB,1989,149,5/29/1989,1,493.661
TB,1989,165,6/14/1989,1,493.722
TB,1989,178,6/27/1989,1,493.734
TB,1989,194,7/13/1989,1,493.655
TB,1989,205,7/24/1989,1,493.594
TB,1989,220,8/8/1989,1,493.509
TB,1989,233,8/21/1989,1,493.509
TB,1989,249,9/6/1989,1,493.533
TB,1989,263,9/20/1989,1,493.478
TB,1989,276,10/3/1989,1,493.436
TB,1989,289,10/16/1989,1,493.43
TB,1989,303,10/30/1989,1,493.414
TB,1989,311,11/7/1989,1,493.43
TB,1990,121,5/1/1990,1,493.595
TB,1990,136,5/16/1990,1,493.677
TB,1990,150,5/30/1990,1,493.696
TB,1990,163,6/12/1990,1,493.686
TB,1990,178,6/27/1990,1,493.668
TB,1990,193,7/12/1990,1,493.653
TB,1990,205,7/24/1990,1,493.622
TB,1990,220,8/8/1990,1,493.564
TB,1990,234,8/22/1990,1,493.726
TB,1990,249,9/6/1990,1,493.775
TB,1990,260,9/17/1990,1,493.775
TB,1990,274,10/1/1990,1,493.732
TB,1990,289,10/16/1990,1,493.72
TB,1990,302,10/29/1990,1,493.757
TB,1990,312,11/8/1990,1,493.735
TB,1991,129,5/9/1991,1,493.823
TB,1991,156,6/5/1991,1,493.842
TB,1991,169,6/18/1991,1,493.805
TB,1991,183,7/2/1991,1,493.842
TB,1991,199,7/18/1991,1,493.811
TB,1991,210,7/29/1991,1,493.814
TB,1991,224,8/12/1991,1,493.738
TB,1991,238,8/26/1991,1,493.714
TB,1991,254,9/11/1991,1,493.732
TB,1991,267,9/24/1991,1,493.708
TB,1991,281,10/8/1991,1,493.729
TB,1991,301,10/28/1991,1,493.732
TB,1991,308,11/4/1991,1,493.817
TB,1992,125,5/4/1992,1,493.813
TB,1992,141,5/20/1992,1,493.81
TB,1992,153,6/1/1992,1,493.719
TB,1992,167,6/15/1992,1,493.686
TB,1992,189,7/7/1992,1,493.747
TB,1992,213,7/31/1992,1,493.661
TB,1992,223,8/10/1992,1,493.63
TB,1992,240,8/27/1992,1,493.576
TB,1992,255,9/11/1992,1,493.589
TB,1992,268,9/24/1992,1,493.65
TB,1992,279,10/5/1992,1,493.631
TB,1992,295,10/21/1992,1,493.68
TB,1992,310,11/5/1992,1,493.698
TB,1993,123,5/3/1993,1,493.862
TB,1993,140,5/20/1993,1,493.795
TB,1993,154,6/3/1993,1,493.789
TB,1993,165,6/14/1993,1,493.789
TB,1993,179,6/28/1993,1,493.789
TB,1993,196,7/15/1993,1,493.752
TB,1993,207,7/26/1993,1,493.728
TB,1993,221,8/9/1993,1,493.703
TB,1993,235,8/23/1993,1,493.667
TB,1993,252,9/9/1993,1,493.673
TB,1993,265,9/22/1993,1,493.722
TB,1993,280,10/7/1993,1,493.697
TB,1993,292,10/19/1993,1,493.703
TB,1993,306,11/2/1993,1,493.709
TB,1994,123,5/3/1994,1,493.829
TB,1994,139,5/19/1994,1,493.793
TB,1994,166,6/15/1994,1,493.787
TB,1994,179,6/28/1994,1,493.778
TB,1994,192,7/11/1994,1,493.774
TB,1994,206,7/25/1994,1,493.769
TB,1994,221,8/9/1994,1,493.738
TB,1994,251,9/8/1994,1,493.668
TB,1994,263,9/20/1994,1,493.793
TB,1994,276,10/3/1994,1,493.787
TB,1994,305,11/1/1994,1,493.774
TB,1994,318,11/14/1994,1,493.762
TB,1995,121,5/1/1995,1,493.866
TB,1995,136,5/16/1995,1,493.896
TB,1995,152,6/1/1995,1,493.848
TB,1995,164,6/13/1995,1,493.82
TB,1995,179,6/28/1995,1,493.683
TB,1995,192,7/11/1995,1,493.701
TB,1995,206,7/25/1995,1,493.738
TB,1995,220,8/8/1995,1,493.732
TB,1995,233,8/21/1995,1,493.726
TB,1995,248,9/5/1995,1,493.701
TB,1995,262,9/19/1995,1,493.692
TB,1995,275,10/2/1995,1,493.738
TB,1995,290,10/17/1995,1,493.823
TB,1995,305,11/1/1995,1,493.866
TB,1996,131,5/10/1996,1,493.854
TB,1996,152,5/31/1996,1,493.799
TB,1996,176,6/24/1996,1,493.793
TB,1996,193,7/11/1996,1,493.793
TB,1996,205,7/23/1996,1,493.836
TB,1996,219,8/6/1996,1,493.866
TB,1996,233,8/20/1996,1,493.824
TB,1996,248,9/4/1996,1,493.799
TB,1996,261,9/17/1996,1,493.763
TB,1996,277,10/3/1996,1,493.775
TB,1996,291,10/17/1996,1,493.799
TB,1996,309,11/4/1996,1,493.839
TB,1997,125,5/5/1997,1,493.83
TB,1997,140,5/20/1997,1,493.824
TB,1997,155,6/4/1997,1,493.781
TB,1997,170,6/19/1997,1,493.848
TB,1997,184,7/3/1997,1,493.769
TB,1997,197,7/16/1997,1,493.778
TB,1997,209,7/28/1997,1,493.705
TB,1997,223,8/11/1997,1,493.65
TB,1997,237,8/25/1997,1,493.729
TB,1997,253,9/10/1997,1,493.732
TB,1997,267,9/24/1997,1,493.717
TB,1997,281,10/8/1997,1,493.753
TB,1997,294,10/21/1997,1,493.699
TB,1997,310,11/6/1997,1,493.76
TB,1998,111,4/21/1998,1,493.838
TB,1998,126,5/6/1998,1,493.765
TB,1998,140,5/20/1998,1,493.716
TB,1998,153,6/2/1998,1,493.716
TB,1998,168,6/17/1998,1,493.777
TB,1998,182,7/1/1998,1,493.771
TB,1998,195,7/14/1998,1,493.726
TB,1998,208,7/27/1998,1,493.655
TB,1998,222,8/10/1998,1,493.619
TB,1998,239,8/27/1998,1,493.655
TB,1998,253,9/10/1998,1,493.591
TB,1998,266,9/23/1998,1,493.582
TB,1998,279,10/6/1998,1,493.594
TB,1998,292,10/19/1998,1,493.588
TB,1998,316,11/12/1998,1,493.567
TB,1999,126,5/6/1999,1,493.654
TB,1999,138,5/18/1999,1,493.782
TB,1999,154,6/3/1999,1,493.736
TB,1999,165,6/14/1999,1,493.745
TB,1999,182,7/1/1999,1,493.73
TB,1999,193,7/12/1999,1,493.825
TB,1999,207,7/26/1999,1,493.8
TB,1999,223,8/11/1999,1,493.776
TB,1999,238,8/26/1999,1,493.761
TB,1999,253,9/10/1999,1,493.691
TB,1999,263,9/20/1999,1,493.697
TB,1999,279,10/6/1999,1,493.648
TB,1999,294,10/21/1999,1,493.654
TB,1999,308,11/4/1999,1,493.639
TB,2000,96,4/5/2000,1,493.807
TB,2000,108,4/17/2000,1,493.816
TB,2000,124,5/3/2000,1,493.807
TB,2000,136,5/15/2000,1,493.777
TB,2000,154,6/2/2000,1,493.734
TB,2000,164,6/12/2000,1,493.719
TB,2000,178,6/26/2000,1,493.813
TB,2000,193,7/11/2000,1,493.911
TB,2000,207,7/25/2000,1,493.829
TB,2000,222,8/9/2000,1,493.807
TB,2000,236,8/23/2000,1,493.789
TB,2000,249,9/5/2000,1,493.758
TB,2000,264,9/20/2000,1,493.752
TB,2000,278,10/4/2000,1,493.728
TB,2000,291,10/17/2000,1,493.734
TB,2000,304,10/30/2000,1,493.728
TB,2000,319,11/14/2000,1,493.746
TB,2001,121,5/1/2001,1,493.815
TB,2001,136,5/16/2001,1,493.805
TB,2001,150,5/30/2001,1,493.825
TB,2001,163,6/12/2001,1,493.825
TB,2001,176,6/25/2001,1,493.835
TB,2001,190,7/9/2001,1,493.765
TB,2001,204,7/23/2001,1,493.805
TB,2001,219,8/7/2001,1,493.825
TB,2001,233,8/21/2001,1,493.755
TB,2001,249,9/6/2001,1,493.675
TB,2001,261,9/18/2001,1,493.685
TB,2001,274,10/1/2001,1,493.675
TB,2001,289,10/16/2001,1,493.715
TB,2001,303,10/30/2001,1,493.745
TB,2001,320,11/16/2001,1,493.745
TB,2002,114,4/24/2002,1,493.824
TB,2002,127,5/7/2002,1,493.787
TB,2002,142,5/22/2002,1,493.741
TB,2002,155,6/4/2002,1,493.708
TB,2002,168,6/17/2002,1,493.744
TB,2002,182,7/1/2002,1,493.693
TB,2002,197,7/16/2002,1,493.616
TB,2002,212,7/31/2002,1,493.757
TB,2002,224,8/12/2002,1,493.671
TB,2002,239,8/27/2002,1,493.677
TB,2002,253,9/10/2002,1,493.69
TB,2002,267,9/24/2002,1,493.677
TB,2002,280,10/7/2002,1,493.775
TB,2002,295,10/22/2002,1,493.732
TB,2002,308,11/4/2002,1,493.714
TB,2003,125,5/5/2003,1,493.771
TB,2003,132,5/12/2003,1,493.877
TB,2003,147,5/27/2003,1,493.783
TB,2003,163,6/12/2003,1,493.823
TB,2003,175,6/24/2003,1,493.755
TB,2003,191,7/10/2003,1,493.691
TB,2003,202,7/21/2003,1,493.666
TB,2003,217,8/5/2003,1,493.646
TB,2003,232,8/20/2003,1,493.696
TB,2003,247,9/4/2003,1,493.546
TB,2003,262,9/19/2003,1,493.531
TB,2003,272,9/29/2003,1,493.526
TB,2003,287,10/14/2003,1,493.516
TB,2003,300,10/27/2003,1,493.496
TB,2003,311,11/7/2003,1,493.436
TB,2004,117,4/26/2004,1,493.846
TB,2004,134,5/13/2004,1,493.856
TB,2004,146,5/25/2004,1,493.816
TB,2004,161,6/9/2004,1,493.791
TB,2004,173,6/21/2004,1,493.736
TB,2004,188,7/6/2004,1,493.696
TB,2004,201,7/19/2004,1,493.651
TB,2004,216,8/3/2004,1,493.591
TB,2004,230,8/17/2004,1,493.574
TB,2004,244,8/31/2004,1,493.546
TB,2004,254,9/10/2004,1,493.546
TB,2004,272,9/28/2004,1,493.521
TB,2004,286,10/12/2004,1,493.511
TB,2004,300,10/26/2004,1,493.501
TB,2004,316,11/11/2004,1,493.501
TB,2005,145,5/25/2005,1,493.737
TB,2005,161,6/10/2005,1,493.713
TB,2005,175,6/24/2005,1,493.713
TB,2005,179,6/28/2005,1,493.728
TB,2005,192,7/11/2005,1,493.664
TB,2005,206,7/25/2005,1,493.63
TB,2005,220,8/8/2005,1,493.585
TB,2005,234,8/22/2005,1,493.545
TB,2005,251,9/8/2005,1,493.465
TB,2005,265,9/22/2005,1,493.465
TB,2005,278,10/5/2005,1,493.66
TB,2005,292,10/19/2005,1,493.65
TB,2005,321,11/17/2005,1,493.665
TB,2006,108,4/18/2006,1,493.801
TB,2006,121,5/1/2006,1,493.859
TB,2006,138,5/18/2006,1,493.766
TB,2006,152,6/1/2006,1,493.751
TB,2006,163,6/12/2006,1,493.734
TB,2006,177,6/26/2006,1,493.666
TB,2006,192,7/11/2006,1,493.606
TB,2006,205,7/24/2006,1,493.541
TB,2006,220,8/8/2006,1,493.563
TB,2006,234,8/22/2006,1,493.554
TB,2006,250,9/7/2006,1,493.516
TB,2006,262,9/19/2006,1,493.496
TB,2006,275,10/2/2006,1,493.521
TB,2006,290,10/17/2006,1,493.531
TB,2006,305,11/1/2006,1,493.516
TB,2007,115,4/25/2007,1,493.651
TB,2007,129,5/9/2007,1,493.629
TB,2007,142,5/22/2007,1,493.614
TB,2007,156,6/5/2007,1,493.614
TB,2007,169,6/18/2007,1,493.569
TB,2007,186,7/5/2007,1,493.519
TB,2007,198,7/17/2007,1,493.724
TB,2007,214,8/2/2007,1,493.414
TB,2007,225,8/13/2007,1,493.374
TB,2007,241,8/29/2007,1,493.344
TB,2007,256,9/13/2007,1,493.369
TB,2007,269,9/26/2007,1,493.414
TB,2007,282,10/9/2007,1,493.514
TB,2007,297,10/24/2007,1,493.544
TB,2007,319,11/15/2007,1,493.534
TB,2008,129,5/8/2008,1,493.691
TB,2008,142,5/21/2008,1,493.65
TB,2008,155,6/3/2008,1,493.659
TB,2008,172,6/20/2008,1,493.735
TB,2008,182,6/30/2008,1,493.597
TB,2008,198,7/16/2008,1,493.557
TB,2008,210,7/28/2008,1,493.543
TB,2008,226,8/13/2008,1,493.467
TB,2008,239,8/26/2008,1,493.405
TB,2008,255,9/11/2008,1,493.37
TB,2008,267,9/23/2008,1,493.38
TB,2008,280,10/6/2008,1,493.375
TB,2008,295,10/21/2008,1,493.375
TB,2008,316,11/11/2008,1,493.395
TB,2009,118,4/28/2009,1,493.495
TB,2009,134,5/14/2009,1,493.556
TB,2009,149,5/29/2009,1,493.511
TB,2009,160,6/9/2009,1,493.519
TB,2009,173,6/22/2009,1,493.461
TB,2009,187,7/6/2009,1,493.401
TB,2009,202,7/21/2009,1,493.351
TB,2009,217,8/5/2009,1,493.341
TB,2009,229,8/17/2009,1,493.301
TB,2009,245,9/2/2009,1,493.338
TB,2009,258,9/15/2009,1,493.281
TB,2009,271,9/28/2009,1,493.271
TB,2009,285,10/12/2009,1,493.311
TB,2009,300,10/27/2009,1,493.361
TB,2009,320,11/16/2009,1,493.341
TB,2010,103,4/13/2010,1,493.352
TB,2010,116,4/26/2010,1,493.333
TB,2010,131,5/11/2010,1,493.342
TB,2010,145,5/25/2010,1,493.309
TB,2010,161,6/10/2010,1,493.322
TB,2010,174,6/23/2010,1,493.387
TB,2010,188,7/7/2010,1,493.484
TB,2010,203,7/22/2010,1,493.487
TB,2010,215,8/3/2010,1,493.529
TB,2010,228,8/16/2010,1,493.554
TB,2010,244,9/1/2010,1,493.599
TB,2010,257,9/14/2010,1,493.589
TB,2010,271,9/28/2010,1,493.734
TB,2010,284,10/11/2010,1,493.704
TB,2010,299,10/26/2010,1,493.734
TB,2010,319,11/15/2010,1,493.734
TB,2011,123,5/3/2011,1,493.767
TB,2011,138,5/18/2011,1,493.749
TB,2011,152,6/1/2011,1,493.749
TB,2011,165,6/14/2011,1,493.684
TB,2011,178,6/27/2011,1,493.714
TB,2011,194,7/13/2011,1,493.659
TB,2011,206,7/25/2011,1,493.699
TB,2011,221,8/9/2011,1,493.734
TB,2011,235,8/23/2011,1,493.664
TB,2011,252,9/9/2011,1,493.599
TB,2011,263,9/20/2011,1,493.559
TB,2011,276,10/3/2011,1,493.556
TB,2011,291,10/18/2011,1,493.542
TB,2011,305,11/1/2011,1,493.541
TB,2011,315,11/11/2011,1,493.535
TB,2012,93,4/2/2012,1,493.654
TB,2012,107,4/16/2012,1,493.637
TB,2012,123,5/2/2012,1,493.657
TB,2012,136,5/15/2012,1,493.694
TB,2012,151,5/30/2012,1,493.684
TB,2012,163,6/11/2012,1,493.613
TB,2012,178,6/26/2012,1,493.677
TB,2012,193,7/11/2012,1,493.61
TB,2012,205,7/23/2012,1,493.537
TB,2012,222,8/9/2012,1,493.532
TB,2012,234,8/21/2012,1,493.504
TB,2012,251,9/7/2012,1,493.449
TB,2012,263,9/19/2012,1,493.437
TB,2012,276,10/2/2012,1,493.387
TB,2012,290,10/16/2012,1,493.35
TB,2012,304,10/30/2012,1,493.428
TB,2012,310,11/5/2012,1,493.411
TB,2013,133,5/13/2013,1,493.742
TB,2013,164,6/13/2013,1,493.733
TB,2013,176,6/25/2013,1,493.727
TB,2013,191,7/10/2013,1,493.768
TB,2013,218,8/6/2013,1,493.652
TB,2013,234,8/22/2013,1,493.582
TB,2013,247,9/4/2013,1,493.63
TB,2013,273,9/30/2013,1,493.573
TB,2013,302,10/29/2013,1,493.664
TB,2013,312,11/8/2013,1,493.682
TB,2014,141,5/21/2014,1,493.797
TB,2014,154,6/3/2014,1,493.782
TB,2014,167,6/16/2014,1,493.74
TB,2014,181,6/30/2014,1,493.749
TB,2014,197,7/16/2014,1,493.709
TB,2014,210,7/29/2014,1,493.66
TB,2014,223,8/11/2014,1,493.599
TB,2014,237,8/25/2014,1,493.611
TB,2014,252,9/9/2014,1,493.682
TB,2014,266,9/23/2014,1,493.654
TB,2014,279,10/6/2014,1,493.66
TB,2014,293,10/20/2014,1,493.7
TB,2014,311,11/7/2014,1,493.709
TB,2015,111,4/21/2015,1,493.79
TB,2015,124,5/4/2015,1,493.747
TB,2015,141,5/21/2015,1,493.738
TB,2015,168,6/17/2015,1,493.79
TB,2015,182,7/1/2015,1,493.75
TB,2015,196,7/15/2015,1,493.732
TB,2015,209,7/28/2015,1,493.704
TB,2015,223,8/11/2015,1,493.68
TB,2015,237,8/25/2015,1,493.646
TB,2015,253,9/10/2015,1,493.631
TB,2015,265,9/22/2015,1,493.595
TB,2015,278,10/5/2015,1,493.549
TB,2015,293,10/20/2015,1,493.543
TB,2015,321,11/17/2015,1,493.659
TR,1984,171,6/19/1984,2,491.855
TR,1984,248,9/4/1984,2,491.846
TR,1984,270,9/26/1984,2,491.855
TR,1984,290,10/16/1984,2,491.84
TR,1984,311,11/6/1984,2,491.864
TR,1985,120,4/30/1985,2,491.93
TR,1985,133,5/13/1985,2,491.994
TR,1985,148,5/28/1985,2,491.945
TR,1985,177,6/26/1985,2,491.933
TR,1985,255,9/12/1985,2,491.912
TR,1985,275,10/2/1985,2,491.915
TR,1985,294,10/21/1985,2,491.948
TR,1985,319,11/15/1985,2,491.915
TR,1986,141,5/21/1986,2,492.058
TR,1986,155,6/4/1986,2,491.818
TR,1986,168,6/17/1986,2,491.818
TR,1986,181,6/30/1986,2,491.868
TR,1986,209,7/28/1986,2,491.898
TR,1986,224,8/12/1986,2,491.848
TR,1986,241,8/29/1986,2,491.818
TR,1986,252,9/9/1986,2,491.788
TR,1986,267,9/24/1986,2,491.838
TR,1987,124,5/4/1987,2,491.815
TR,1987,139,5/19/1987,2,491.803
TR,1987,152,6/1/1987,2,491.845
TR,1987,181,6/30/1987,2,491.812
TR,1987,222,8/10/1987,2,491.806
TR,1987,252,9/9/1987,2,491.739
TR,1987,265,9/22/1987,2,491.732
TR,1987,281,10/8/1987,2,491.699
TR,1987,292,10/19/1987,2,491.754
TR,1987,307,11/3/1987,2,491.76
TR,1987,321,11/17/1987,2,491.757
TR,1988,131,5/10/1988,2,491.793
TR,1988,144,5/23/1988,2,491.768
TR,1988,159,6/7/1988,2,491.75
TR,1988,173,6/21/1988,2,491.701
TR,1988,188,7/6/1988,2,491.683
TR,1988,201,7/19/1988,2,491.683
TR,1988,214,8/1/1988,2,491.659
TR,1988,228,8/15/1988,2,491.729
TR,1988,242,8/29/1988,2,491.701
TR,1988,258,9/14/1988,2,491.701
TR,1988,270,9/26/1988,2,491.726
TR,1988,286,10/12/1988,2,491.692
TR,1988,300,10/26/1988,2,491.726
TR,1988,312,11/7/1988,2,491.765
TR,1989,123,5/3/1989,2,491.81
TR,1989,135,5/15/1989,2,491.804
TR,1989,151,5/31/1989,2,491.846
TR,1989,163,6/12/1989,2,491.852
TR,1989,179,6/28/1989,2,491.858
TR,1989,192,7/11/1989,2,491.828
TR,1989,207,7/26/1989,2,491.73
TR,1989,219,8/7/1989,2,491.676
TR,1989,235,8/23/1989,2,491.724
TR,1989,248,9/5/1989,2,491.737
TR,1989,261,9/18/1989,2,491.688
TR,1989,277,10/4/1989,2,491.645
TR,1989,290,10/17/1989,2,491.645
TR,1989,306,11/2/1989,2,491.694
TR,1989,317,11/13/1989,2,491.712
TR,1990,122,5/2/1990,2,491.834
TR,1990,134,5/14/1990,2,491.821
TR,1990,149,5/29/1990,2,491.852
TR,1990,162,6/11/1990,2,491.834
TR,1990,176,6/25/1990,2,491.824
TR,1990,191,7/10/1990,2,491.828
TR,1990,204,7/23/1990,2,491.803
TR,1990,219,8/7/1990,2,491.751
TR,1990,232,8/20/1990,2,491.828
TR,1990,248,9/5/1990,2,491.779
TR,1990,261,9/18/1990,2,491.803
TR,1990,275,10/2/1990,2,491.791
TR,1990,288,10/15/1990,2,491.803
TR,1990,303,10/30/1990,2,491.876
TR,1990,317,11/13/1990,2,491.831
TR,1991,128,5/8/1991,2,491.913
TR,1991,140,5/20/1991,2,491.907
TR,1991,155,6/4/1991,2,491.901
TR,1991,170,6/19/1991,2,491.894
TR,1991,184,7/3/1991,2,491.937
TR,1991,198,7/17/1991,2,491.931
TR,1991,212,7/31/1991,2,491.901
TR,1991,225,8/13/1991,2,491.858
TR,1991,240,8/28/1991,2,491.84
TR,1991,254,9/11/1991,2,491.852
TR,1991,270,9/27/1991,2,491.809
TR,1991,282,10/9/1991,2,491.827
TR,1991,315,11/11/1991,2,491.888
TR,1992,140,5/19/1992,2,491.912
TR,1992,168,6/16/1992,2,491.675
TR,1992,198,7/16/1992,2,491.892
TR,1992,237,8/24/1992,2,491.791
TR,1992,253,9/9/1992,2,491.816
TR,1992,280,10/6/1992,2,491.767
TR,1992,293,10/19/1992,2,491.828
TR,1992,315,11/10/1992,2,491.846
TR,1993,137,5/17/1993,2,492.08
TR,1993,152,6/1/1993,2,492.074
TR,1993,168,6/17/1993,2,492.098
TR,1993,180,6/29/1993,2,492.123
TR,1993,194,7/13/1993,2,492.08
TR,1993,208,7/27/1993,2,492.043
TR,1993,222,8/10/1993,2,492.037
TR,1993,237,8/25/1993,2,492.01
TR,1993,250,9/7/1993,2,492.001
TR,1993,263,9/20/1993,2,492.028
TR,1993,278,10/5/1993,2,491.995
TR,1993,291,10/18/1993,2,492.019
TR,1993,312,11/8/1993,2,492.031
TR,1994,179,6/28/1994,2,491.871
TR,1994,194,7/13/1994,2,491.779
TR,1994,207,7/26/1994,2,491.849
TR,1994,220,8/8/1994,2,491.822
TR,1994,250,9/7/1994,2,491.779
TR,1994,262,9/19/1994,2,491.91
TR,1994,277,10/4/1994,2,491.886
TR,1994,292,10/19/1994,2,491.892
TR,1994,304,10/31/1994,2,491.849
TR,1994,319,11/15/1994,2,491.849
TR,1995,165,6/14/1995,2,491.871
TR,1995,180,6/29/1995,2,491.801
TR,1995,193,7/12/1995,2,491.813
TR,1995,207,7/26/1995,2,491.852
TR,1995,221,8/9/1995,2,491.84
TR,1995,236,8/24/1995,2,491.828
TR,1995,251,9/8/1995,2,491.782
TR,1995,264,9/21/1995,2,491.77
TR,1995,277,10/4/1995,2,491.813
TR,1995,291,10/18/1995,2,491.855
TR,1995,306,11/2/1995,2,491.907
TR,1995,319,11/15/1995,2,491.862
TR,1996,176,6/24/1996,2,491.895
TR,1996,191,7/9/1996,2,491.895
TR,1996,206,7/24/1996,2,491.926
TR,1996,218,8/5/1996,2,491.922
TR,1996,232,8/19/1996,2,491.886
TR,1996,250,9/6/1996,2,491.865
TR,1996,260,9/16/1996,2,491.819
TR,1996,274,9/30/1996,2,491.813
TR,1996,312,11/7/1996,2,491.898
TR,1997,156,6/5/1997,2,491.897
TR,1997,168,6/17/1997,2,491.891
TR,1997,183,7/2/1997,2,491.927
TR,1997,211,7/30/1997,2,491.897
TR,1997,238,8/26/1997,2,491.921
TR,1997,252,9/9/1997,2,491.951
TR,1997,281,10/8/1997,2,491.927
TR,1997,315,11/11/1997,2,491.927
TR,1998,141,5/21/1998,2,491.871
TR,1998,155,6/4/1998,2,491.856
TR,1998,167,6/16/1998,2,491.917
TR,1998,183,7/2/1998,2,491.932
TR,1998,197,7/16/1998,2,491.874
TR,1998,210,7/29/1998,2,491.816
TR,1998,225,8/13/1998,2,491.819
TR,1998,237,8/25/1998,2,491.816
TR,1998,254,9/11/1998,2,491.755
TR,1998,281,10/8/1998,2,491.789
TR,1998,294,10/21/1998,2,491.831
TR,1998,317,11/13/1998,2,491.825
TR,1999,159,6/8/1999,2,491.889
TR,1999,166,6/15/1999,2,491.879
TR,1999,180,6/29/1999,2,491.858
TR,1999,193,7/12/1999,2,491.925
TR,1999,208,7/27/1999,2,491.916
TR,1999,221,8/9/1999,2,491.876
TR,1999,235,8/23/1999,2,491.876
TR,1999,251,9/8/1999,2,491.812
TR,1999,264,9/21/1999,2,491.797
TR,1999,278,10/5/1999,2,491.751
TR,1999,291,10/18/1999,2,491.791
TR,1999,312,11/8/1999,2,491.758
TR,2000,122,5/1/2000,2,491.824
TR,2000,137,5/16/2000,2,491.808
TR,2000,152,5/31/2000,2,491.798
TR,2000,164,6/12/2000,2,491.801
TR,2000,179,6/27/2000,2,491.858
TR,2000,193,7/11/2000,2,491.888
TR,2000,207,7/25/2000,2,491.888
TR,2000,220,8/7/2000,2,491.848
TR,2000,235,8/22/2000,2,491.838
TR,2000,249,9/5/2000,2,491.803
TR,2000,263,9/19/2000,2,491.778
TR,2000,278,10/4/2000,2,491.753
TR,2000,292,10/18/2000,2,491.748
TR,2000,305,10/31/2000,2,491.768
TR,2000,327,11/22/2000,2,491.783
TR,2001,137,5/17/2001,2,491.858
TR,2001,150,5/30/2001,2,491.858
TR,2001,165,6/14/2001,2,491.848
TR,2001,178,6/27/2001,2,491.858
TR,2001,192,7/11/2001,2,491.788
TR,2001,207,7/26/2001,2,491.778
TR,2001,220,8/8/2001,2,491.828
TR,2001,234,8/22/2001,2,491.758
TR,2001,250,9/7/2001,2,491.728
TR,2001,262,9/19/2001,2,491.738
TR,2001,276,10/3/2001,2,491.738
TR,2001,291,10/18/2001,2,491.748
TR,2001,305,11/1/2001,2,491.798
TR,2001,318,11/14/2001,2,491.788
TR,2002,141,5/21/2002,2,491.923
TR,2002,156,6/5/2002,2,491.883
TR,2002,170,6/19/2002,2,491.888
TR,2002,183,7/2/2002,2,491.868
TR,2002,196,7/15/2002,2,491.828
TR,2002,210,7/29/2002,2,491.878
TR,2002,225,8/13/2002,2,491.838
TR,2002,238,8/26/2002,2,491.848
TR,2002,254,9/11/2002,2,491.858
TR,2002,268,9/25/2002,2,491.808
TR,2002,281,10/8/2002,2,491.888
TR,2002,296,10/23/2002,2,491.863
TR,2002,310,11/6/2002,2,491.838
